#Format 0
#Firmware 0.2.3-0_2023-09-13T15:54:09Z
#Logger Serial Number: 10001
#CO2 Sensor Serial Numbers: 0 65776F073B89; 1 6B0467073BD4; 2 66E467073B2E; 3 A3E467073B96; 4 5CE467073BD1; 5 94E467073B57
sec_of_file, CO2_ppm_0, temp_0, RH_0, CO2_ppm_1, temp_1, RH_1, CO2_ppm_2, temp_2, RH_2, CO2_ppm_3, temp_3, RH_3, CO2_ppm_4, temp_4, RH_4, CO2_ppm_5, temp_5, RH_5, year, month, date, hour, min, sec, lat, lon, HDOP, satellites, batt_voltage
11186.90,769,0.34,100.00,1007,1.79,100.00,675,0.29,100.00,1025,1.55,100.00,605,0.82,100.00,788,1.46,100.00,2000,1,1,3,6,36,,,,,12.44,
11191.91,769,0.33,100.00,1007,1.77,100.00,675,0.30,100.00,1024,1.54,100.00,605,0.79,100.00,788,1.46,100.00,2000,1,1,3,6,41,,,,,12.39,
11196.91,770,0.33,100.00,1007,1.75,100.00,675,0.27,100.00,1024,1.54,100.00,605,0.82,100.00,789,1.47,100.00,2000,1,1,3,6,46,,,,,12.12,
11201.92,770,0.34,100.00,1007,1.77,100.00,675,0.27,100.00,1023,1.54,100.00,605,0.81,100.00,789,1.48,100.00,2000,1,1,3,6,51,,,,,12.45,
11206.92,769,0.33,100.00,1007,1.77,100.00,675,0.28,100.00,1023,1.54,100.00,605,0.81,100.00,789,1.46,100.00,2000,1,1,3,6,56,,,,,12.36,
11211.92,770,0.31,100.00,1008,1.77,100.00,675,0.29,100.00,1024,1.55,100.00,605,0.81,100.00,789,1.48,100.00,2000,1,1,3,7,1,,,,,12.51,
11216.93,771,0.35,100.00,1009,1.78,100.00,675,0.31,100.00,1024,1.53,100.00,604,0.81,100.00,789,1.48,100.00,2000,1,1,3,7,6,,,,,12.31,
11221.93,771,0.33,100.00,1009,1.78,100.00,675,0.29,100.00,1023,1.52,100.00,605,0.81,100.00,789,1.48,100.00,2000,1,1,3,7,11,,,,,12.17,
11226.93,771,0.33,100.00,1009,1.76,100.00,676,0.27,100.00,1024,1.52,100.00,605,0.81,100.00,788,1.47,100.00,2000,1,1,3,7,16,,,,,12.52,
11231.94,771,0.31,100.00,1008,1.78,100.00,676,0.29,100.00,1024,1.53,100.00,604,0.81,100.00,788,1.47,100.00,2000,1,1,3,7,21,,,,,12.12,
11236.94,771,0.33,100.00,1008,1.78,100.00,676,0.31,100.00,1024,1.54,100.00,604,0.80,100.00,788,1.46,100.00,2000,1,1,3,7,26,,,,,12.31,
11241.95,771,0.34,100.00,1008,1.77,100.00,677,0.28,100.00,1025,1.56,100.00,604,0.81,100.00,787,1.48,100.00,2000,1,1,3,7,31,,,,,12.54,
11246.84,770,0.33,100.00,1008,1.77,100.00,676,0.28,100.00,1024,1.54,100.00,604,0.80,100.00,787,1.47,100.00,2000,1,1,3,7,36,,,,,12.10,
11251.84,769,0.31,100.00,1008,1.78,100.00,676,0.27,100.00,1023,1.52,100.00,605,0.80,100.00,787,1.47,100.00,2000,1,1,3,7,41,,,,,12.27,
11256.85,770,0.33,100.00,1008,1.75,100.00,675,0.27,100.00,1024,1.52,100.00,605,0.83,100.00,787,1.47,100.00,2000,1,1,3,7,46,,,,,12.38,
11261.85,771,0.33,100.00,1008,1.78,100.00,675,0.29,100.00,1023,1.53,100.00,604,0.82,100.00,788,1.48,100.00,2000,1,1,3,7,51,,,,,12.16,
11266.86,771,0.35,100.00,1008,1.78,100.00,675,0.29,100.00,1023,1.52,100.00,604,0.81,100.00,788,1.47,100.00,2000,1,1,3,7,56,,,,,12.52,
11271.86,770,0.34,100.00,1008,1.77,100.00,675,0.29,100.00,1023,1.55,100.00,604,0.82,100.00,788,1.47,100.00,2000,1,1,3,8,1,,,,,12.22,
11276.86,770,0.34,100.00,1008,1.77,100.00,676,0.30,100.00,1024,1.52,100.00,603,0.81,100.00,787,1.47,100.00,2000,1,1,3,8,6,,,,,12.50,
11281.87,771,0.33,100.00,1006,1.79,100.00,677,0.28,100.00,1023,1.53,100.00,603,0.81,100.00,787,1.46,100.00,2000,1,1,3,8,11,,,,,12.18,
11286.87,771,0.32,100.00,1007,1.78,100.00,676,0.26,100.00,1023,1.54,100.00,603,0.82,100.00,787,1.46,100.00,2000,1,1,3,8,16,,,,,12.26,
11291.88,772,0.32,100.00,1007,1.77,100.00,676,0.29,100.00,1023,1.52,100.00,603,0.81,100.00,787,1.46,100.00,2000,1,1,3,8,21,,,,,12.35,
11296.88,772,0.32,100.00,1006,1.76,100.00,677,0.28,100.00,1023,1.55,100.00,602,0.82,100.00,787,1.47,100.00,2000,1,1,3,8,26,,,,,12.25,
11301.88,773,0.33,100.00,1006,1.79,100.00,676,0.26,100.00,1024,1.54,100.00,602,0.83,100.00,786,1.46,100.00,2000,1,1,3,8,31,,,,,12.56,
11306.89,774,0.31,100.00,1006,1.77,100.00,677,0.30,100.00,1024,1.55,100.00,602,0.81,100.00,787,1.48,100.00,2000,1,1,3,8,36,,,,,12.34,
11311.89,775,0.33,100.00,1006,1.75,100.00,677,0.28,100.00,1024,1.54,100.00,602,0.81,100.00,786,1.48,100.00,2000,1,1,3,8,41,,,,,12.28,
11316.89,774,0.33,100.00,1005,1.76,100.00,677,0.27,100.00,1024,1.51,100.00,601,0.83,100.00,787,1.47,100.00,2000,1,1,3,8,46,,,,,12.21,
11321.90,775,0.34,100.00,1006,1.77,100.00,677,0.29,100.00,1024,1.52,100.00,601,0.82,100.00,786,1.47,100.00,2000,1,1,3,8,51,,,,,12.59,
11326.90,774,0.32,100.00,1006,1.77,100.00,677,0.29,100.00,1022,1.52,100.00,601,0.82,100.00,786,1.48,100.00,2000,1,1,3,8,56,,,,,12.59,
11331.90,774,0.33,100.00,1007,1.76,100.00,677,0.27,100.00,1023,1.52,100.00,601,0.81,100.00,785,1.48,100.00,2000,1,1,3,9,1,,,,,12.57,
11336.66,774,0.35,100.00,1007,1.78,100.00,677,0.27,100.00,1024,1.54,100.00,600,0.80,100.00,785,1.49,100.00,2000,1,1,3,9,6,,,,,12.21,
11341.70,775,0.34,100.00,1006,1.77,100.00,677,0.27,100.00,1024,1.52,100.00,600,0.82,100.00,785,1.48,100.00,2000,1,1,3,9,11,,,,,12.51,
11346.70,775,0.33,100.00,1007,1.78,100.00,677,0.27,100.00,1023,1.52,100.00,600,0.81,100.00,785,1.48,100.00,2000,1,1,3,9,16,,,,,12.63,
11351.70,774,0.33,100.00,1007,1.77,100.00,677,0.26,100.00,1024,1.53,100.00,599,0.79,100.00,786,1.46,100.00,2000,1,1,3,9,21,,,,,12.55,
11356.70,773,0.34,100.00,1008,1.78,100.00,676,0.28,100.00,1023,1.54,100.00,599,0.82,100.00,786,1.47,100.00,2000,1,1,3,9,26,,,,,12.44,
11361.70,773,0.34,100.00,1007,1.79,100.00,677,0.28,100.00,1023,1.54,100.00,599,0.82,100.00,786,1.50,100.00,2000,1,1,3,9,31,,,,,12.51,
11366.70,773,0.33,100.00,1007,1.76,100.00,677,0.29,100.00,1023,1.53,100.00,600,0.80,100.00,786,1.48,100.00,2000,1,1,3,9,36,,,,,12.51,
11371.70,772,0.33,100.00,1007,1.77,100.00,677,0.30,100.00,1023,1.55,100.00,599,0.82,100.00,786,1.47,100.00,2000,1,1,3,9,41,,,,,12.33,
11376.70,772,0.33,100.00,1006,1.76,100.00,677,0.29,100.00,1024,1.54,100.00,599,0.82,100.00,786,1.46,100.00,2000,1,1,3,9,46,,,,,12.27,
11381.70,772,0.34,100.00,1007,1.77,100.00,678,0.28,100.00,1025,1.54,100.00,599,0.83,100.00,786,1.50,100.00,2000,1,1,3,9,51,,,,,12.60,
11386.70,772,0.34,100.00,1006,1.76,100.00,678,0.29,100.00,1025,1.54,100.00,600,0.82,100.00,787,1.47,100.00,2000,1,1,3,9,56,,,,,12.39,
11391.70,772,0.30,100.00,1006,1.76,100.00,678,0.28,100.00,1025,1.55,100.00,599,0.83,100.00,787,1.48,100.00,2000,1,1,3,10,1,,,,,12.29,
11396.70,772,0.33,100.00,1006,1.78,100.00,678,0.29,100.00,1026,1.53,100.00,599,0.83,100.00,786,1.45,100.00,2000,1,1,3,10,6,,,,,12.55,
11401.70,772,0.32,100.00,1007,1.78,100.00,677,0.29,100.00,1025,1.55,100.00,599,0.79,100.00,786,1.47,100.00,2000,1,1,3,10,11,,,,,12.58,
11406.70,772,0.33,100.00,1007,1.77,100.00,677,0.28,100.00,1025,1.54,100.00,598,0.79,100.00,786,1.47,100.00,2000,1,1,3,10,16,,,,,12.61,
11411.70,772,0.33,100.00,1007,1.78,100.00,678,0.30,100.00,1025,1.53,100.00,599,0.81,100.00,786,1.47,100.00,2000,1,1,3,10,21,,,,,12.20,
11416.70,772,0.34,100.00,1007,1.76,100.00,678,0.29,100.00,1026,1.53,100.00,599,0.81,100.00,786,1.48,100.00,2000,1,1,3,10,26,,,,,12.30,
11421.70,772,0.33,100.00,1008,1.78,100.00,677,0.29,100.00,1025,1.54,100.00,599,0.81,100.00,787,1.46,100.00,2000,1,1,3,10,31,,,,,13.09,
11426.70,772,0.32,100.00,1008,1.77,100.00,677,0.29,100.00,1024,1.52,100.00,599,0.81,100.00,787,1.46,100.00,2000,1,1,3,10,36,,,,,12.51,
11431.70,771,0.33,100.00,1007,1.77,100.00,676,0.29,100.00,1024,1.53,100.00,599,0.81,100.00,787,1.47,100.00,2000,1,1,3,10,41,,,,,12.26,
11436.70,772,0.32,100.00,1007,1.77,100.00,677,0.28,100.00,1024,1.54,100.00,600,0.82,100.00,787,1.47,100.00,2000,1,1,3,10,46,,,,,12.59,
11441.70,772,0.34,100.00,1007,1.79,100.00,678,0.28,100.00,1024,1.53,100.00,600,0.83,100.00,787,1.46,100.00,2000,1,1,3,10,51,,,,,12.65,
11446.70,772,0.34,100.00,1007,1.78,100.00,678,0.29,100.00,1023,1.52,100.00,600,0.81,100.00,787,1.46,100.00,2000,1,1,3,10,56,,,,,12.61,
11451.70,772,0.34,100.00,1007,1.77,100.00,677,0.29,100.00,1023,1.53,100.00,599,0.80,100.00,786,1.49,100.00,2000,1,1,3,11,1,,,,,12.19,
11456.70,772,0.33,100.00,1007,1.76,100.00,677,0.28,100.00,1024,1.56,100.00,599,0.83,100.00,786,1.47,100.00,2000,1,1,3,11,6,,,,,12.27,
11461.70,772,0.35,100.00,1006,1.77,100.00,677,0.30,100.00,1023,1.52,100.00,599,0.81,100.00,786,1.44,100.00,2000,1,1,3,11,11,,,,,12.25,
11466.70,773,0.34,100.00,1006,1.79,100.00,676,0.30,100.00,1022,1.54,100.00,599,0.82,100.00,787,1.48,100.00,2000,1,1,3,11,16,,,,,12.62,
11471.70,773,0.32,100.00,1006,1.76,100.00,677,0.30,100.00,1021,1.54,100.00,599,0.81,100.00,787,1.48,100.00,2000,1,1,3,11,21,,,,,12.35,
11476.70,773,0.33,100.00,1006,1.77,100.00,676,0.29,100.00,1022,1.52,100.00,599,0.81,100.00,787,1.49,100.00,2000,1,1,3,11,26,,,,,12.38,
11481.70,773,0.33,100.00,1007,1.76,100.00,676,0.28,100.00,1021,1.53,100.00,599,0.79,100.00,788,1.47,100.00,2000,1,1,3,11,31,,,,,12.32,
11486.70,772,0.33,100.00,1008,1.77,100.00,676,0.27,100.00,1021,1.55,100.00,599,0.81,100.00,787,1.47,100.00,2000,1,1,3,11,36,,,,,12.47,
11491.70,772,0.35,100.00,1007,1.78,100.00,676,0.29,100.00,1021,1.55,100.00,599,0.83,100.00,787,1.48,100.00,2000,1,1,3,11,41,,,,,12.48,
11496.70,772,0.34,100.00,1006,1.77,100.00,676,0.29,100.00,1021,1.54,100.00,599,0.85,100.00,787,1.48,100.00,2000,1,1,3,11,46,,,,,12.62,
11501.70,772,0.33,100.00,1005,1.77,100.00,676,0.29,100.00,1021,1.54,100.00,600,0.82,100.00,787,1.49,100.00,2000,1,1,3,11,51,,,,,12.23,
11506.70,773,0.35,100.00,1005,1.79,100.00,676,0.30,100.00,1021,1.52,100.00,600,0.83,100.00,786,1.47,100.00,2000,1,1,3,11,56,,,,,12.16,
11511.70,774,0.32,100.00,1005,1.78,100.00,677,0.28,100.00,1021,1.53,100.00,600,0.82,100.00,785,1.46,100.00,2000,1,1,3,12,1,,,,,12.24,
11516.70,775,0.33,100.00,1005,1.77,100.00,677,0.28,100.00,1022,1.53,100.00,599,0.81,100.00,786,1.47,100.00,2000,1,1,3,12,6,,,,,12.38,
11521.70,774,0.34,100.00,1005,1.79,100.00,677,0.28,100.00,1021,1.54,100.00,599,0.81,100.00,786,1.45,100.00,2000,1,1,3,12,11,,,,,12.24,
11526.70,774,0.34,100.00,1006,1.77,100.00,677,0.31,100.00,1022,1.55,100.00,600,0.82,100.00,786,1.47,100.00,2000,1,1,3,12,16,,,,,12.40,
11531.70,774,0.35,100.00,1005,1.78,100.00,677,0.28,100.00,1023,1.53,100.00,600,0.82,100.00,786,1.48,100.00,2000,1,1,3,12,21,,,,,12.31,
11536.70,774,0.34,100.00,1005,1.77,100.00,677,0.29,100.00,1023,1.52,100.00,600,0.82,100.00,786,1.47,100.00,2000,1,1,3,12,26,,,,,12.45,
11541.70,774,0.34,100.00,1006,1.78,100.00,677,0.28,100.00,1022,1.54,100.00,601,0.81,100.00,786,1.47,100.00,2000,1,1,3,12,31,,,,,12.57,
11546.70,773,0.33,100.00,1006,1.77,100.00,677,0.29,100.00,1022,1.52,100.00,600,0.83,100.00,786,1.47,100.00,2000,1,1,3,12,36,,,,,12.57,
11551.70,774,0.33,100.00,1007,1.79,100.00,677,0.29,100.00,1022,1.54,100.00,601,0.79,100.00,787,1.46,100.00,2000,1,1,3,12,41,,,,,12.38,
11556.70,774,0.34,100.00,1006,1.77,100.00,677,0.29,100.00,1021,1.56,100.00,601,0.81,100.00,787,1.44,100.00,2000,1,1,3,12,46,,,,,12.25,
11561.70,774,0.34,100.00,1006,1.77,100.00,676,0.29,100.00,1021,1.53,100.00,601,0.82,100.00,787,1.48,100.00,2000,1,1,3,12,51,,,,,12.60,
11566.70,773,0.33,100.00,1006,1.76,100.00,676,0.28,100.00,1022,1.55,100.00,601,0.81,100.00,786,1.48,100.00,2000,1,1,3,12,56,,,,,12.65,
11571.70,774,0.34,100.00,1005,1.77,100.00,676,0.28,100.00,1022,1.52,100.00,602,0.83,100.00,787,1.46,100.00,2000,1,1,3,13,1,,,,,12.60,
11576.70,773,0.33,100.00,1005,1.79,100.00,676,0.30,100.00,1022,1.55,100.00,602,0.83,100.00,786,1.48,100.00,2000,1,1,3,13,6,,,,,12.20,
11581.70,773,0.32,100.00,1005,1.77,100.00,676,0.29,100.00,1022,1.54,100.00,602,0.82,100.00,785,1.50,100.00,2000,1,1,3,13,11,,,,,12.55,
11586.70,773,0.34,100.00,1004,1.76,100.00,675,0.28,100.00,1023,1.56,100.00,602,0.82,100.00,785,1.46,100.00,2000,1,1,3,13,16,,,,,12.30,
11591.70,773,0.34,100.00,1004,1.75,100.00,675,0.28,100.00,1023,1.56,100.00,603,0.82,100.00,785,1.46,100.00,2000,1,1,3,13,21,,,,,12.33,
11596.70,773,0.33,100.00,1005,1.77,100.00,674,0.29,100.00,1023,1.55,100.00,602,0.82,100.00,785,1.46,100.00,2000,1,1,3,13,26,,,,,12.36,
11601.70,773,0.33,100.00,1005,1.76,100.00,674,0.29,100.00,1023,1.53,100.00,602,0.84,100.00,785,1.48,100.00,2000,1,1,3,13,31,,,,,12.60,
11606.70,773,0.33,100.00,1005,1.77,100.00,674,0.28,100.00,1023,1.53,100.00,602,0.83,100.00,786,1.46,100.00,2000,1,1,3,13,36,,,,,12.40,
11611.70,774,0.33,100.00,1005,1.78,100.00,674,0.30,100.00,1023,1.53,100.00,602,0.81,100.00,785,1.45,100.00,2000,1,1,3,13,41,,,,,12.29,
11616.70,774,0.33,100.00,1007,1.76,100.00,673,0.27,100.00,1023,1.54,100.00,601,0.82,100.00,786,1.48,100.00,2000,1,1,3,13,46,,,,,12.59,
11621.70,774,0.34,100.00,1007,1.76,100.00,673,0.28,100.00,1023,1.53,100.00,601,0.82,100.00,787,1.49,100.00,2000,1,1,3,13,51,,,,,12.40,
11626.70,774,0.34,100.00,1007,1.77,100.00,674,0.29,100.00,1023,1.55,100.00,601,0.83,100.00,786,1.47,100.00,2000,1,1,3,13,56,,,,,12.51,
11631.70,773,0.34,100.00,1007,1.79,100.00,673,0.29,100.00,1022,1.54,100.00,601,0.81,100.00,786,1.46,100.00,2000,1,1,3,14,1,,,,,12.67,
11636.70,773,0.34,100.00,1007,1.75,100.00,673,0.30,100.00,1021,1.56,100.00,601,0.83,100.00,786,1.46,100.00,2000,1,1,3,14,6,,,,,12.59,
11641.70,773,0.33,100.00,1007,1.77,100.00,673,0.29,100.00,1021,1.54,100.00,601,0.82,100.00,785,1.46,100.00,2000,1,1,3,14,11,,,,,12.43,
11646.70,772,0.33,100.00,1007,1.77,100.00,673,0.30,100.00,1021,1.53,100.00,601,0.84,100.00,785,1.48,100.00,2000,1,1,3,14,16,,,,,12.36,
11651.59,773,0.35,100.00,1008,1.76,100.00,673,0.28,100.00,1021,1.53,100.00,600,0.83,100.00,784,1.47,100.00,2000,1,1,3,14,21,,,,,12.60,
11656.70,772,0.34,100.00,1008,1.77,100.00,674,0.28,100.00,1020,1.54,100.00,600,0.83,100.00,785,1.46,100.00,2000,1,1,3,14,26,,,,,12.54,
11661.70,772,0.34,100.00,1007,1.77,100.00,674,0.27,100.00,1021,1.52,100.00,601,0.83,100.00,784,1.47,100.00,2000,1,1,3,14,31,,,,,12.23,
11666.70,772,0.34,100.00,1007,1.77,100.00,674,0.28,100.00,1022,1.55,100.00,601,0.82,100.00,784,1.48,100.00,2000,1,1,3,14,36,,,,,12.42,
11671.70,772,0.34,100.00,1006,1.77,100.00,673,0.27,100.00,1022,1.53,100.00,601,0.83,100.00,784,1.47,100.00,2000,1,1,3,14,41,,,,,12.50,
11676.70,773,0.34,100.00,1006,1.77,100.00,674,0.28,100.00,1023,1.54,100.00,601,0.82,100.00,783,1.46,100.00,2000,1,1,3,14,46,,,,,12.61,
11681.70,772,0.31,100.00,1006,1.78,100.00,675,0.30,100.00,1024,1.53,100.00,601,0.82,100.00,783,1.47,100.00,2000,1,1,3,14,51,,,,,12.61,
11686.70,772,0.33,100.00,1006,1.76,100.00,675,0.31,100.00,1025,1.55,100.00,601,0.82,100.00,783,1.48,100.00,2000,1,1,3,14,56,,,,,12.34,
11691.70,772,0.33,100.00,1005,1.78,100.00,674,0.28,100.00,1026,1.53,100.00,601,0.82,100.00,783,1.48,100.00,2000,1,1,3,15,1,,,,,12.22,
11696.70,772,0.37,100.00,1005,1.77,100.00,674,0.30,100.00,1026,1.53,100.00,601,0.82,100.00,782,1.47,100.00,2000,1,1,3,15,6,,,,,12.63,
11701.70,773,0.33,100.00,1004,1.78,100.00,674,0.31,100.00,1026,1.52,100.00,601,0.85,100.00,781,1.46,100.00,2000,1,1,3,15,11,,,,,12.60,
11706.70,772,0.34,100.00,1004,1.79,100.00,673,0.30,100.00,1027,1.54,100.00,601,0.82,100.00,781,1.48,100.00,2000,1,1,3,15,16,,,,,12.19,
11711.70,773,0.33,100.00,1003,1.77,100.00,674,0.28,100.00,1027,1.55,100.00,601,0.82,100.00,781,1.47,100.00,2000,1,1,3,15,21,,,,,12.39,
11716.70,772,0.34,100.00,1003,1.77,100.00,674,0.30,100.00,1026,1.53,100.00,600,0.82,100.00,780,1.46,100.00,2000,1,1,3,15,26,,,,,12.25,
11721.70,772,0.34,100.00,1003,1.77,100.00,674,0.30,100.00,1027,1.53,100.00,600,0.81,100.00,780,1.46,100.00,2000,1,1,3,15,31,,,,,12.14,
11726.70,771,0.32,100.00,1004,1.80,100.00,674,0.30,100.00,1027,1.53,100.00,600,0.81,100.00,780,1.46,100.00,2000,1,1,3,15,36,,,,,12.33,
11731.45,771,0.34,100.00,1003,1.77,100.00,674,0.30,100.00,1027,1.53,100.00,600,0.83,100.00,780,1.49,100.00,2000,1,1,3,15,41,,,,,12.30,
11736.45,771,0.34,100.00,1002,1.77,100.00,674,0.26,100.00,1027,1.55,100.00,600,0.80,100.00,780,1.48,100.00,2000,1,1,3,15,46,,,,,12.58,
11741.70,771,0.32,100.00,1003,1.80,100.00,674,0.29,100.00,1029,1.55,100.00,599,0.82,100.00,780,1.46,100.00,2000,1,1,3,15,51,,,,,12.43,
11746.45,770,0.33,100.00,1003,1.75,100.00,674,0.30,100.00,1030,1.53,100.00,599,0.82,100.00,780,1.46,100.00,2000,1,1,3,15,56,,,,,12.60,
11751.45,770,0.33,100.00,1004,1.80,100.00,674,0.28,100.00,1031,1.54,100.00,598,0.82,100.00,780,1.47,100.00,2000,1,1,3,16,1,,,,,12.26,
11756.45,770,0.33,100.00,1004,1.79,100.00,674,0.29,100.00,1031,1.55,100.00,599,0.82,100.00,780,1.48,100.00,2000,1,1,3,16,6,,,,,12.18,
11761.45,770,0.33,100.00,1004,1.78,100.00,674,0.30,100.00,1031,1.54,100.00,598,0.82,100.00,779,1.47,100.00,2000,1,1,3,16,11,,,,,12.26,
11766.45,770,0.34,100.00,1004,1.77,100.00,674,0.30,100.00,1030,1.52,100.00,598,0.84,100.00,779,1.48,100.00,2000,1,1,3,16,16,,,,,12.52,
11771.45,770,0.34,100.00,1004,1.80,100.00,674,0.27,100.00,1030,1.55,100.00,598,0.83,100.00,779,1.47,100.00,2000,1,1,3,16,21,,,,,12.60,
11776.45,770,0.34,100.00,1005,1.76,100.00,674,0.28,100.00,1031,1.54,100.00,598,0.81,100.00,778,1.48,100.00,2000,1,1,3,16,26,,,,,12.62,
11781.45,769,0.34,100.00,1005,1.78,100.00,674,0.30,100.00,1030,1.53,100.00,598,0.82,100.00,778,1.48,100.00,2000,1,1,3,16,31,,,,,12.30,
11786.45,770,0.31,100.00,1005,1.78,100.00,673,0.27,100.00,1029,1.54,100.00,598,0.83,100.00,778,1.45,100.00,2000,1,1,3,16,36,,,,,12.33,
11791.45,771,0.33,100.00,1003,1.77,100.00,673,0.28,100.00,1029,1.53,100.00,597,0.83,100.00,778,1.46,100.00,2000,1,1,3,16,41,,,,,12.22,
11796.45,772,0.35,100.00,1003,1.76,100.00,673,0.31,100.00,1028,1.54,100.00,597,0.81,100.00,778,1.48,100.00,2000,1,1,3,16,46,,,,,12.61,
11801.45,772,0.34,100.00,1003,1.78,100.00,673,0.29,100.00,1029,1.54,100.00,597,0.81,100.00,778,1.47,100.00,2000,1,1,3,16,51,,,,,12.34,
11806.45,772,0.34,100.00,1002,1.77,100.00,672,0.29,100.00,1026,1.52,100.00,597,0.79,100.00,778,1.47,100.00,2000,1,1,3,16,56,,,,,12.35,
11811.45,772,0.33,100.00,1003,1.77,100.00,672,0.28,100.00,1023,1.55,100.00,597,0.83,100.00,778,1.47,100.00,2000,1,1,3,17,1,,,,,12.18,
11816.45,772,0.32,100.00,1003,1.78,100.00,672,0.29,100.00,1023,1.55,100.00,597,0.82,100.00,778,1.47,100.00,2000,1,1,3,17,6,,,,,12.54,
11821.45,773,0.33,100.00,1003,1.77,100.00,672,0.29,100.00,1023,1.53,100.00,597,0.84,100.00,778,1.48,100.00,2000,1,1,3,17,11,,,,,12.61,
11826.45,772,0.33,100.00,1003,1.81,100.00,672,0.29,100.00,1023,1.53,100.00,596,0.83,100.00,778,1.47,100.00,2000,1,1,3,17,16,,,,,12.28,
11831.45,772,0.35,100.00,1004,1.77,100.00,672,0.28,100.00,1023,1.54,100.00,596,0.82,100.00,778,1.47,100.00,2000,1,1,3,17,21,,,,,12.45,
11836.45,772,0.35,100.00,1004,1.78,100.00,672,0.28,100.00,1024,1.54,100.00,596,0.81,100.00,778,1.47,100.00,2000,1,1,3,17,26,,,,,12.58,
11841.45,773,0.33,100.00,1005,1.77,100.00,673,0.28,100.00,1024,1.54,100.00,596,0.83,100.00,779,1.48,100.00,2000,1,1,3,17,31,,,,,12.29,
11846.45,772,0.34,100.00,1005,1.77,100.00,673,0.30,100.00,1023,1.55,100.00,595,0.83,100.00,778,1.48,100.00,2000,1,1,3,17,36,,,,,12.35,
11851.45,773,0.33,100.00,1006,1.77,100.00,673,0.30,100.00,1022,1.54,100.00,596,0.83,100.00,778,1.48,100.00,2000,1,1,3,17,41,,,,,12.32,
11856.45,773,0.35,100.00,1005,1.78,100.00,673,0.29,100.00,1022,1.54,100.00,596,0.82,100.00,779,1.50,100.00,2000,1,1,3,17,46,,,,,12.45,
11861.45,773,0.34,100.00,1005,1.76,100.00,674,0.30,100.00,1021,1.53,100.00,596,0.81,100.00,779,1.48,100.00,2000,1,1,3,17,51,,,,,12.50,
11866.45,772,0.34,100.00,1005,1.81,100.00,674,0.29,100.00,1021,1.55,100.00,596,0.82,100.00,780,1.45,100.00,2000,1,1,3,17,56,,,,,12.27,
11871.45,772,0.33,100.00,1004,1.77,100.00,674,0.28,100.00,1021,1.53,100.00,597,0.82,100.00,779,1.46,100.00,2000,1,1,3,18,1,,,,,12.26,
11876.45,772,0.33,100.00,1004,1.76,100.00,674,0.28,100.00,1022,1.54,100.00,597,0.81,100.00,779,1.48,100.00,2000,1,1,3,18,6,,,,,12.42,
11881.45,772,0.34,100.00,1004,1.78,100.00,674,0.30,100.00,1023,1.53,100.00,598,0.82,100.00,779,1.48,100.00,2000,1,1,3,18,11,,,,,12.37,
11886.45,772,0.33,100.00,1004,1.78,100.00,674,0.31,100.00,1023,1.54,100.00,598,0.85,100.00,779,1.47,100.00,2000,1,1,3,18,16,,,,,12.37,
11891.45,771,0.33,100.00,1003,1.78,100.00,675,0.27,100.00,1023,1.53,100.00,599,0.81,100.00,778,1.48,100.00,2000,1,1,3,18,21,,,,,12.61,
11896.45,772,0.34,100.00,1004,1.78,100.00,675,0.30,100.00,1023,1.53,100.00,599,0.82,100.00,779,1.47,100.00,2000,1,1,3,18,26,,,,,12.21,
11901.45,773,0.34,100.00,1003,1.77,100.00,676,0.31,100.00,1023,1.54,100.00,599,0.83,100.00,779,1.46,100.00,2000,1,1,3,18,31,,,,,12.60,
11906.45,773,0.34,100.00,1003,1.78,100.00,675,0.29,100.00,1022,1.54,100.00,599,0.83,100.00,779,1.46,100.00,2000,1,1,3,18,36,,,,,12.24,
11911.45,773,0.33,100.00,1003,1.78,100.00,675,0.29,100.00,1022,1.53,100.00,599,0.81,100.00,779,1.48,100.00,2000,1,1,3,18,41,,,,,12.53,
11916.45,772,0.33,100.00,1002,1.75,100.00,675,0.30,100.00,1022,1.53,100.00,599,0.82,100.00,779,1.47,100.00,2000,1,1,3,18,46,,,,,12.59,
11921.45,772,0.33,100.00,1003,1.78,100.00,674,0.29,100.00,1023,1.54,100.00,600,0.82,100.00,779,1.48,100.00,2000,1,1,3,18,51,,,,,12.41,
11926.45,772,0.34,100.00,1003,1.76,100.00,672,0.30,100.00,1024,1.52,100.00,599,0.81,100.00,779,1.47,100.00,2000,1,1,3,18,56,,,,,12.21,
11931.45,772,0.33,100.00,1004,1.79,100.00,672,0.30,100.00,1024,1.55,100.00,599,0.82,100.00,779,1.47,100.00,2000,1,1,3,19,1,,,,,12.17,
11936.45,772,0.33,100.00,1003,1.79,100.00,672,0.29,100.00,1024,1.54,100.00,600,0.83,100.00,779,1.47,100.00,2000,1,1,3,19,6,,,,,12.29,
11941.45,771,0.34,100.00,1003,1.77,100.00,672,0.31,100.00,1024,1.53,100.00,600,0.85,100.00,779,1.47,100.00,2000,1,1,3,19,11,,,,,12.60,
11946.45,772,0.31,100.00,1003,1.76,100.00,671,0.29,100.00,1023,1.52,100.00,600,0.83,100.00,779,1.47,100.00,2000,1,1,3,19,16,,,,,12.38,
